__label__0,夕空に願い込めて
__label__0,そこにいたのはだあれ?
__label__0,舞い上がる　嗚呼　舞い落ちる君の面影
__label__0,僕らは甘い夜を越えそれを恋と呼び合う
__label__0,いつぶりだろう　こんな気持ち忘れかけていたよな
__label__0,君の小さな手のひらを照れながら握ってる
__label__0,そしてまた　ひとつ　ひとつ消えてゆく街灯り
__label__0,二人だけのためにある世界になる
__label__0,巡り逢えたすべてに意味があり
__label__0,過去に背負った傷も無駄じゃないよ
__label__0,今　君が目の前にいるだけで何もかも報われていく
__label__0,照れ笑いながら僕ら　積み上げる　恋心
__label__0,とりとめのない話で確かめ合うように
__label__0,巡り逢えた君とのシナリオに想いがあふれそうでどうしようもないよ
__label__0,人を好きになる　リアルな気持ち
__label__0,何もかも思い出してく
__label__0,幾何学模様の石段の上
__label__0,少しふざけてみせる君のあと　追いながら
__label__0,また夜が更ける
__label__0,巡り逢えたすべてに意味があり
__label__0,過去に背負った傷も無駄じゃないよ
__label__0,今　君と迎える朝焼けには
__label__0,何かが始まる予感とまだ君を知りたい気持ち
__label__0,僕らは甘い夜を越えそれを恋と呼び合う
__label__0,君のいない物語
__label__0,気の抜けたコーラのような日々
__label__0,僕はいつも空回り
__label__0,時計の針は　イージーカム・イージーゴー
__label__0,つまりは光と影　君が落とした光と影
__label__0,ある種の自由たちと　その倍はある無力感
__label__0,答えは迷宮入り　君が残した無理難題
__label__0,どこまで続くでしょう?心のトンネル
__label__0,部屋の窓辺は茜色
__label__0,今日の日の終わり
__label__0,歯向かう術なく眺めればふいに見つかる恋の写真
__label__0,くたびれたシャツのポケットの奥の方
__label__0,だんだん暮れかかる街並みに　君を重ねた
__label__0,問答無用　僕の心はじけた
__label__0,一旦手の届かない場所へしまい込んだはずなのに
__label__0,いたずらに　気まぐれに　君の微笑み
__label__0,時には酒の肴　君と作った愛のかけら
__label__0,刻んで馬鹿話に変えてみたりして
__label__0,負け犬にはなりたかないし
__label__0,おどけてごまかして　僕はまた意地を張る
__label__0,どうしようもない劣等感の中　君の偶像と問答無用の勝負が続いてく
__label__0,実際　新たな恋を求め意気込んでみたもののなんだかな
__label__0,空しくて　ままならなくて
__label__0,君のいない物語
__label__0,気の抜けたコーラのような日々
__label__0,僕はいつも空回り
__label__0,君のいない物語
__label__0,ずいぶんと探しまわったけれど
__label__0,僕の心のトンネルは結局　君に繋がっているよ
__label__0,乗りかかった船だろう？出航ー！
__label__0,世界の果てはどこにあるのかな
__label__0,もしかして崖のように海が途切れているかも
__label__0,本で見た虹のはじまりの場所も確かめないまま終わるなんてつまらない
__label__0,地球は回る　君と僕を乗せて　まるで箱舟
__label__0,さあ　心にある羅針盤をかざせ
__label__0,東西南北　指し示すほうに
__label__0,君と物語を見つけに行こう
__label__0,人生なんてたった一度きり
__label__0,一生を賭けて何を残そう
__label__0,乗りかかった船だろう？
__label__0,連れてくって言っただろう？
__label__0,北風に吹かれるような日々の中
__label__0,かじかむ日常に君が顔を出したんだ
__label__0,あたたかな風をよこしてくれたのは疑う余地なくその笑顔でした
__label__0,出会いは巡る　君と僕を引き寄せた
__label__0,歯車よし　この舵取りを「運命」と呼ぼう
__label__0,将来後悔なんてしないように
__label__0,君とこの地図を広げていこう
__label__0,どんなささいな感動もいま　大げさに泣いたり笑ったりしよう
__label__0,大船に乗った気で　旅しようか付き合ってくれるだろう？
__label__0,吉と出るか凶と出るか
__label__0,鬼が出るか蛇が出るか
__label__0,生きてくこと自体が博打みたいなもんさ
__label__0,世界をおもしろくするのは我々自身だ！
__label__0,この素晴らしきかなインビテーション
__label__0,そこには大人も幼女も関係ない
__label__0,またゼロから始まる愛のダンジョン
__label__0,カタカタ骨の折れそうな新世界
__label__0,あれは何だろう　これは何だろう
__label__0,どうのこうの言う前に仕方ないだろうやるっきゃないだろう
__label__0,状況把握で戦況をうまく切りぬけろとか
__label__0,なんとか言ってる場合じゃないような異常事態
__label__0,帰りたい　帰れない
__label__0,戻りたい　戻れない
__label__0,異世界もわりといい世界
__label__0,ここは来るもの拒まず　千客万来
__label__0,案外　気の持ちようみたい
__label__0,どこにいてもパラダイス
__label__0,世界をおもしろくするのは我々自身だ！
__label__0,さっぱり全然ちんぷんかんぷんコミュニケーション
__label__0,生まれた場所が違うから　It's all right！
__label__0,ことわりが全くもってイミテーション
__label__0,考えても凹むだけ　Feel so nice！
__label__0,あれはないだろう　これはないだろう
__label__0,なんだかんだ否定しても意味がないだろう　始まらないだろう
__label__0,主人公だからきっとうまくいくんでしょう
__label__0,てかなんとかなるって思わなきゃ精神崩壊
__label__0,分かりたい　分からない
__label__0,通じ合いたい　通じ合えない
__label__0,異種間でも伝わる予感
__label__0,それは愛だのなんだの　以心伝心
__label__0,実際　これ才能みたい
__label__0,頭ん中　ワンダーランド　ウフッフー！
__label__0,夢なら覚めてほしいだなんてつまらないこと言わないで
__label__0,楽しんだモンが勝ち
__label__0,異世界もわりといい世界
__label__0,ここは来るもの拒まず千客万来
__label__0,案外　気の持ちようみたい
__label__0,どこにいてもパラダイス
__label__0,異世界もわりといい世界
__label__0,ここは来るもの拒まず　千客万来
__label__0,案外　気の持ちようみたい
__label__0,どこにいてもパラダイス
__label__0,世界をおもしろくするのは我々自身だ！
__label__0,さあ　異世界からの招待
__label__0,異世界ここは異世界不思議な出来事が待ってる
__label__0,異世界　まるで夢のようさ
__label__0,君を帰さない　離さない
__label__0,もう元の世界に戻さない禁断のパスポート
__label__0,それは4つの国の物語
__label__0,週に一度集う　異世界かるてっと
__label__0,異世界　ここは異世界ほら危険な旅へ
__label__0,異世界ショータイム有無を言わさず　今日もはじまりの鐘が鳴る
__label__0,何が起こったって変じゃないのは現実だっておんなじさ
__label__0,君を帰さない　離さない
__label__0,異世界　ここは異世界あべこべな時間が呼んでる
__label__0,異世界　だけどそれもいいさ
__label__0,どうせ分からない　謎しかない
__label__0,明日のことなど知る由もない
__label__0,そう出たとこ勝負……だゴラァッ！！
__label__0,すべて神の思し召すとおり
__label__0,運命さえ操られてく　かるてっと
__label__0,異世界　ここは異世界手のひらの上で
__label__0,四の五の言わず　今日も今日とて幕が上がる
__label__0,いっそのこと楽しまないのはもったいない気がするもんさ
__label__0,どうせ分からない　謎しかない
__label__0,有無を言わさず　今日もはじまりの鐘が鳴る
__label__0,何が起こったって変じゃないのは現実だっておんなじさ
__label__0,君を帰さない　離さない
__label__0,傷つかない場所を 探しに行くのか?
__label__0,裏切らない奴を 見つけに行くのか?
__label__0,夢にまで見た 夢を手に入れたか?
__label__0,何にも無い僕は 何でも欲しがる
__label__0,今ココにあるあなたが放つ 光も欲しがる
__label__0,抱きしめられたい 嘘をつきたい
__label__0,わがままばかりのライフ
__label__0,夕焼け小焼けで日が暮れて
__label__0,今空高く飛ばす僕の光
__label__0,しゃがんでキスした あの約束をそうしゃがんでキスした あの約束を
__label__0,ぬくもりに変えて いいだろう?
__label__0,高鳴る指先に あなたはいなかった
__label__0,何にもない僕は 何にも要らない
__label__0,今ココにあるちっぽけな涙 それだけがいい
__label__0,上手くいかないよ 僕たち二人は孤独をごまかす愛撫
__label__0,夕焼け小焼けで日が暮れて
__label__0,今空高く放つ僕の光
__label__0,寂しいだけのあなたの心を満たす事さえできない光
__label__0,夕焼け小焼けで夜が来て
__label__0,そういつかのバス停 夢の香り
__label__0,何度も抱き合うあの夜を今
__label__0,何度も抱き合うあの夢を 思い出に変えて
__label__0,今ココにあるもの 抱きしめて
__label__0,あなたに伝えたいことがあるんだ
__label__0,二人のこれからのために
__label__0,今日ぐらい 気のきいたくだりはさておいて
__label__0,まっすぐ ただありのままを
__label__0,今ここに愛を捧ぐ
__label__0,多少の大袈裟にも目をつむって上手に受け止めてほしい
__label__0,こんなにも 僕を不器用にさせるのは他でもない あなたなのだから
__label__0,今ここに愛を誓う
__label__0,草木も眠るような静かな夜
__label__0,あなたも寄りそって眠っている
__label__0,そのとなりで作った僕の唄
__label__0,朝 目が覚めたら 聞いてくれるかい?
__label__0,見つけるんだ　光を　僕たちの出口を
__label__0,たとえ何が起きてももう二度と投げ出したりなんかしないよ
__label__0,行く当てなく潜る　思考回路の交差点で
__label__0,荷物のない旅が　今日も始まる
__label__0,こんな果てなく続く　巨大迷路の日々の中じゃ
__label__0,答えじみたものは全部　偽の終着点
__label__0,君はどこで泣いてるの？
__label__0,僕らは地球の迷い子だ
__label__0,見つけるんだ　光を　僕たちの出口を
__label__0,潰されそうな心に旗を翻す
__label__0,例えばそう　どんなに彷徨ったとしても足跡は道しるべ
__label__0,もう二度と投げ出したりなんかしないよ
__label__0,失っていくもの　どうしてもすれ違っていくもの
__label__0,ごまかしてたって　きっと　虚しさの永遠ループ
__label__0,君はどこへ向かってるの？
__label__0,僕らの答え合わせだ
__label__0,掲げるんだ　勲章を　僕たちの存在を
__label__0,出会えたものすべてに意味を振りかざす
__label__0,例えばほら　そうやって悲しいさよならも
__label__0,今まで越えてきたそのすべて無駄にしたりなんかしないよ
__label__0,それぞれ　折れ曲がってく道も
__label__0,君住む街へ　どこかで交わり繋がっているのならば
__label__0,この世界の果ては　迷路なんかじゃなくまして独りぼっちなんかじゃない
__label__0,見つけるんだ　光を　一筋の光を
__label__0,君がいない日々でももう立ち止まってなんかはいられないよ
__label__0,見つけるんだ　光を　僕たちの出口を
__label__0,潰されそうな心に旗を翻す
__label__0,例えばそう　どんなに彷徨ったとしても君といた道しるべ
__label__0,もう二度と投げ出したりなんかしないよ
__label__0,世界を救う歌を書こうとしたらうまく書けないことに気づきました
__label__0,どんなに格好つけてみようとしても
__label__0,もうどれも　もうどれも君のためのメロディだ
__label__0,運命の糸が絡まり合って人々を引き裂く時でも
__label__0,響け　世界中の闇の中で僕らがはぐれないように
__label__0,紡ぎ出す旋律は　ただ君を目指して
__label__0,僕は救世主にならなくていい
__label__0,世界を歌う主役より君だけの英雄になりたい
__label__0,見て見ぬフリでやり過ごしてたこと
__label__0,適当な嘘で誤魔化してたこと
__label__0,ヒーローと呼ぶには情けないけど
__label__0,もう二度と　もう二度と君を一人にしないように
__label__0,幾千の五線譜を書き換えて君をほら助けに来たのさ
__label__0,たとえ世界中をまたにかけて君が大ウソをついても
__label__0,バカみたいに君を見守っているから
__label__0,そうやって大丈夫って言うわりには大丈夫じゃないことくらい僕だけはちゃんと気づいてる
__label__0,響け　世界中の闇の中で僕らがはぐれないように
__label__0,紡ぎ出す旋律は　ただ君を目指して
__label__0,僕は救世主にならなくていい
__label__0,世界を歌う主役より君をずっと感じてる君をずっと信じてる
__label__0,君だけの英雄でありたい
__label__0,ほら　もう泣かないで
__label__0,ほら　この手を繋いで
__label__0,ほら　共に戦ってもう一度
__label__0,もう一度ほら　もう泣かないで
__label__0,ここからはじまる笑ったり泣いたり　騒がしい世界が
__label__0,放課後の窓辺誰とも馴染まない君　孤高のエイリアン
__label__0,未来都市　空想都市描いたノートも中間テストの範囲をはみ出した
__label__0,むなしく暮れてく空を仰いで
__label__0,焦がれだしたその手を　差し出そうよ
__label__0,君とせまい世界をせいので飛んで地球を抜け出すエイリアン
__label__0,僕らの星へ帰ろうそんな願いという名の箱舟がこのダンスビートにあるなら
__label__0,君の街まで届けねぇ　エイリアン
__label__0,ホントは気付いてる笑ったり泣いたり　やっぱり羨ましい
__label__0,ご機嫌麗しいね　ミスターナンセンス
__label__0,ヘッドフォンの果てから　迎えに来たよ
__label__0,きっとせまい世界のせいにしてても歌を忘れたカナリア
__label__0,僕らの声は響かない
__label__0,もっと素直なままの本当の君で笑い合う顔が見たいから
__label__0,今日は朝まで踊ろう
__label__0,つながりたい　つながれない
__label__0,誰しもが孤独なるエイリアン
__label__0,君が描く世界の中にも出会うべき人が待っている
__label__0,僕らはもう一人じゃないのさ
__label__0,君とせまい世界をせいので飛んで地球を抜け出す　エイリアン
__label__0,僕らの星へ帰ろうそんな願いという名の箱舟がこのダンスビートにあるなら
__label__0,君の街まで届け　君の心へ届けねぇ　エイリアン
__label__0,Blooming！　君と咲かせた夢のステージさ
__label__0,胸の高鳴りと　鳴り止まない手拍子
__label__0,さあ出番だよってスポットライトが眩しく照らす
__label__0,誰を呼んでいるの？　僕はここに居ていいの？
__label__0,信じられない素敵な景色だよ
__label__0,全然止まらない　ぐっと震え出る感情は
__label__0,言葉になんなくてここまで来たんだって
__label__0,溢れるスマイル　スマイル　スマイル　スマイル　スマイル 
__label__0,Blooming！　君と咲かせた夢のステージさ
__label__0,駆け抜けたんだね　春夏秋冬
__label__0,何年先も枯れることない物語
__label__0,君と束ねて　迎えに行くんだ光の向こうは　Blooming Time
__label__0,ゼロから始まって　いやゼロですらもなくてそれが今や
__label__0,いつの間にかスタンディングオベーション
__label__0,夢が夢じゃないと　どこから気づいてただろう
__label__0,みんなが呼んだ大きな奇跡だよ
__label__0,平気なフリして　ほっとなでおろす
__label__0,緊張になんだか泣いちゃって膝も笑っちゃって
__label__0,Dreaming！　君が与えてくれたシナリオさ
__label__0,今に思えば　必然のカンパニー
__label__0,どんな時も僕らは一人じゃないから
__label__0,みんな揃って　一緒に行くんだ
__label__0,満開の笑顔で　Blooming Time
__label__0,これは永遠という約束さ何回だって咲かせて
__label__0,そのために僕たちは生まれてきたんだから
__label__0,Blooming！　君と咲かせた夢のステージさ
__label__0,駆け抜けたんだね　春夏秋冬
__label__0,何年先も枯れることない物語
__label__0,君と束ねて　迎えに行くんだ光の向こうは　Blooming Time
__label__0,1年前よりも距離のある座り位置
__label__0,ずいぶんめくるめいた物語の着地点　いつかのベンチ
__label__0,考えた挙句の最初の一言はどこかよそよそしくて
__label__0,こらえきれず君が笑う　僕も笑う
__label__0,始めようか二人の恋のエピローグあとがきに似たエピローグ
__label__0,思い出話に花を咲かせよう
__label__0,次の約束なくたって別の道を歩いたって
__label__0,僕の時代が君の中　消えないように
__label__0,そこは危ないよって忠告しといたコーヒー
__label__0,案の定　音を立てて転がればもう大慌て　大騒ぎ
__label__0,相変わらずだ見た目以上そそっかしくて
__label__0,いつも何か事件が起こって二人であたふたする感じさえ
__label__0,分厚くなった脚本に書かれてある1ページ
__label__0,僕の時代はきっとずっと息づいている
__label__0,傷跡だって愛しい
__label__0,この夜に溶けてゆく
__label__0,二人の恋のエピローグ僕にとってはプロローグ
__label__0,思い出話に花を咲かせよう
__label__0,知らない君が増えたって誰かが君を染めたって
__label__0,僕の時代はきっとずっと息づいている息づいている
__label__0,僕が笑っていられたのはただ　君とあいつが特別だったから
__label__0,つないだ手と手と手は輪を描き
__label__0,何も知らない僕は幸せだった
__label__0,電柱横の落書き　偶然見つけたあの日
__label__0,傘で囲まれた二人　確かに見慣れた名前
__label__0,僕も君がそりゃすきだよ
__label__0,だからって　ほら　少し水臭いんじゃない？
__label__0,素直に言ってくれれば僕も僕であきらめがつくのに…
__label__0,僕が笑わなくなったのはただ　君とあいつが特別だったから
__label__0,つないだ手と手と手は揺れ動き
__label__0,一度　置き去りにした幼なじみ
__label__0,運命といういたずら　突然出会う君と夕立
__label__0,傘に包まれた二人　張り詰めた重い空気
__label__0,ねぇ　君は何を求めて強く強く僕を抱きしめるの？
__label__0,あいつの代わりになるのは
__label__0,同じタバコの香りぐらいしかないのに…
__label__0,いつから僕らは恋をおぼえたろう
__label__0,どうして僕らはふたりとひとりになるのかな
__label__0,ねぇ　君は僕を求めて強く強く強く抱きしめるの？
__label__0,あいつの代わりになるのは同じタバコの香りぐらいしかないけど
__label__0,僕もその気になって右手の傘　電柱横に投げた
__label__0,愛とか友情の狭間でもろく　もろく　幼なじみ崩れた
__label__0,ちょっと待って　こっち向いて
__label__0,ファインダーはいつも決まって
__label__0,君じゃないとピンと来ない
__label__0,僕はどうかしちゃったのかい？
__label__0,オトモダチを通り越してすれ違いの恋人未満も
__label__0,それは騒々しい世界
__label__0,気がつけば　まるで虹のようさ
__label__0,季節よ止まれ　君と切り取った時間が
__label__0,写真の中で　あれもこれもそれもどれも輝いてんだよ
__label__0,ねえ君に　君にひとつ伝えときたいんだ
__label__0,もう止まらない　隠しきれない
__label__0,想いがここにあんだよ
__label__0,ベイベー　思い出というフィルムの中へ
__label__0,君が解けてしまう前に　届けたい言葉があんだよ
__label__0,照れ隠しが度を越して
__label__0,ボヤけきった恋のフォーカスも誤魔化してる場合じゃない
__label__0,おざなりな日々は罠のようさ
__label__0,微妙な距離で紡いだ場面が数年後
__label__0,僕らの中で　どんな色をどんな意味を型取ってんだろう
__label__0,いざ君に　君になんて話したらいいんだ
__label__0,きっかけさえ　ままにならない　想いがここにあんだよ
__label__0,ベイベー　友達というレンズを捨てて
__label__0,君と描く今日のすべて　この目に焼き付けたいんだよ
__label__0,はじめまして　特別なLADY
__label__0,今さらすぎて何コレ？
__label__0,ありのままの心って　なんてこそばゆいんでしょう
__label__0,ねえ君に　君にひとつ伝えときたいんだ
__label__0,もう止まらない　隠しきれない想いがここにあんだよ
__label__0,ベイベー　思い出というフィルムの中へ
__label__0,君が解けてしまう前に　届けたい言葉があんだよ
__label__0,いま君に恋してるよ
__label__0 さよならしやすいように　ケンカでもしましょう
__label__0 君はそう言って戯けてる
__label__0 夢を追うためとはいえそれはあまりにも時期を間違えて　突然で
__label__0 季節外れの肌寒い風に　つないだ手を離さないで
__label__0 いつまでも揺るぎのない想いを
__label__0 夜空の道しるべ　あの星に誓おう
__label__0 明日の朝　旅立ってしまっても
__label__0 同じ空の下で　つながっていられるように
__label__0 見上げる夏の星空ベランダにふたつ　並んだサンダル　月の影
__label__0 この街も見納めだね
__label__0 四角で囲んだ　指のキャンパスに　君の息
__label__0 少し震えた声やしぐさに　君の強がり　こぼれる
__label__0 離れてても支え合う強さを夜空の道しるべ　あの星に重ねよう
__label__0 一人で抱え込んだりしないで
__label__0 潰されそうな夜は　すぐ電話してくるんだよ
__label__0 巡りゆく月日や　不安も全部越えて
__label__0 またここで君と笑い合えるから
__label__0 安心して行っておいで
__label__0 僕も負けないように振り向かず歩んで行こう
__label__0 いつまでも揺るぎのない想いを夜空の道しるべ　あの星に誓おう
__label__0 たとえどんなに遠く離れても
__label__0 同じ空の下で　君を守ってゆきたい君を守ってゆきたい
__label__0 真っ白な月が　路地裏を渡る時
__label__0 青い瞳の少女は　目を閉じる
__label__0 願い込めて　明日の世界が笑えるように　笑えるように
__label__0 遠くの国から　太陽を受け取ったから
__label__0 かじかむ窓の鍵を開けましょう
__label__0 ぼんやり並んだ思考回路を光と結ぶ　光と結ぶ
__label__0 おはよう君に会いに　街へ出るよ
__label__0 おはよう世界中に　響きながら
__label__0 ひとひら　風が舞い上がるよ
__label__0 壊れた昨日の傷口に口づけを
__label__0 はにかむ未来に祝福を
__label__0 君は今日も生きているよと朝は注ぐ　光を注ぐ
__label__0 目覚まし代わりの銃声悲劇を嘆く聖歌隊
__label__0 つながってない世界なんてないぞ
__label__0 ともに讃えよう
__label__0 おはよう君に会いに　街へ出るよ
__label__0 おはよう世界中に　響きながらひとひら　風が舞い上がるよ
__label__0 窓辺の雪に　チクタク　古時計
__label__0 ほら今年も街にサンタがやってくる
__label__0 Silent night holy night
__label__0 願いを込めて　あくせく子供部屋落書きのクレヨン
__label__0 パパの名前を書いたママの笑顔も書いた
__label__0 聖なる夜に　一人きりのシルエット
__label__0 その小さな願い　神様に託して
__label__0 夢の中では　とてちて　鼓笛隊
__label__0 遊んでくれるから　ぼく寂しくなんてないよ
__label__0 下の階から　ドタバタ　誰の音？
__label__0 だんだん近づいてパパが顔を出した
__label__0 ケーキの箱が見えた
__label__0 静寂の空　抱きしめ合うシルエット
__label__0 その優しい頬に何もかもあずけて
__label__0 今年も街にサンタがやってくる
__label__0 大切な誰かが誰かを想ってる
__label__0 あなたもきっと誰かのサンタクロース
__label__0 Silent night holy night
__label__0 あっはっはっはっはお待ちかね　紳士と淑女の皆様
__label__0 ワタシの出番かね？　あっはっはっはっは
__label__0 ありとあらゆる芸術のためならば
__label__0 一切合切　妥協は許されない
__label__0 目に映るすべてに息吹を吹き込む
__label__0 この手にかかってしまえば　あっはっはっはっは
__label__0 どれどれ　お任せあれ　詩興が湧いたぞ
__label__0 一節　差し上げよう
__label__0 言葉のモンタージュ注げばデカンタージュ
__label__0 探したいのはコレじゃない
__label__0 見つからない　見つからない君の心が見つからない
__label__0 ひび割れたルーペでは君の心だけが見えない
__label__0 一つまた一つとピースが埋まってく韻律のパズルが　あっはっはっはっはー
__label__0 あれあれなんだこれ　一つ余ったぞ？
__label__0 一体全体　ナニゴトだ
__label__0 空回るパッション　行方知れずエモーション
__label__0 欲しいものはどこにある
__label__0 見当たらない　見当たらない君のカタチが見当たらない
__label__0 日々の中　求めても君が欠けて当てはまらない
__label__0 それは僅かで確かな希望
__label__0 まごころという名前の最後の欠片
__label__0 見つからない　見つからない君の心が見つからない
__label__0 ひび割れたルーペでは君の心だけが見えない
__label__0 見つからない　見つからない君の心が見つからない
__label__0 ひび割れたルーペでは君の心だけが見えない
__label__0 あの子が昨日　なんかすごく優しくて
__label__0 君じゃなきゃダメみたい
__label__0 こちらとしては　そんなつもりないけど
__label__0 君じゃなきゃダメみたい
__label__0 いや　バレてんじゃん　ってか聞こえてんじゃん　それ
__label__0 君じゃなきゃダメみたい
__label__0 頭の中　お花畑だとか少女漫画だとか
__label__0 もう　なんだってどうだっていい
__label__0 そう　今すぐ君に会いたい
__label__0 君に会って確かめてみたい
__label__0 世界のことわり　愛の定義　幸せのカテゴリー
__label__0 まだまだ君を知りたい
__label__0 こんなセリフ　柄でもないけど
__label__0 どんなに格好つけてたって始まりゃしない
__label__0 君じゃなきゃダメみたい
__label__0 今ごろになって気づいたところでさ
__label__0 君じゃなきゃ意味がない
__label__0 明日も家の前　通るわけだけど
__label__0 君じゃなきゃ意味がない
__label__0 いや　分かってんじゃん ってか期待してんじゃん　それ
__label__0 君じゃなきゃ意味がない
__label__0 この際　噂話だとかご近所付き合いだとかもう　なりふり構ってらんない
__label__0 そう　確かに君しかいない
__label__0 君だけにはありのままいたい
__label__0 笑い転げたり　愚痴たれたり　泣きべそ強がったり
__label__0 この世でただ一人みたい
__label__0 自分でも笑っちゃうんですけど
__label__0 他の誰かじゃもう満たされやしない
__label__0 君じゃなきゃ意味がない
__label__0 散々迷って　壁に当たってまるで心は君への迷路
__label__0 考えすぎて　道が分かれて
__label__0 右だ左だ　全部洒落くさい
__label__0 もう　なんだってどうだっていい
__label__0 そう　今すぐ君に会いたい
__label__0 君に会って確かめてみたい
__label__0 世界のことわり　愛の定義　幸せのカテゴリー
__label__0 まだまだ君を知りたい
__label__0 こんなセリフ　柄でもないけど
__label__0 どんなに格好つけてたって始まりゃしない
__label__0 君じゃなきゃダメみたい
__label__0 一体僕はどうやって恋を見つけて 恋愛と呼んだのか
__label__0 疑う午前4時
__label__0 一般的に繊細で 打たれ弱いタチ
__label__0 一旦目が冴えると 眠れないサガ
__label__0 突然鳴り響く電話 君からのコール
__label__0 慌てて飛び出した 月明かりのガレージ
__label__0 そして僕はさびたペダルに つま先と愛を乗せて
__label__0 夜明け前 冷たい街すり抜けて
__label__0 めくるめく恋のシナリオ
__label__0 頭の中をよぎれば凍えそうな胸にも君という花
__label__0 実際君と離れて約2ヶ月
__label__0 シャンプーのたびに 抜け毛が気になる
__label__0 意地やプライドたちはって理屈をたどって
__label__0 僕はどれくらい カッコ悪かったろう
__label__0 そして僕はさびたペダルに つま先と愛を乗せて
